id,target
2310,1
2313,0
2316,0
2320,1
2322,1
2323,1
2326,1
2328,1
2331,1
2335,1
2338,1
2343,1
2344,0
2345,0
2353,1
2355,1
2357,0
2360,0
2365,1
2369,1
2371,0
2378,0
2380,1
2381,0
2383,0
2384,1
2392,0
2393,0
2401,0
2403,1
2404,1
2405,0
2407,1
2411,1
2424,1
2426,0
2431,1
2433,0
2434,0
2436,0
2439,0
2444,0
2447,0
2448,1
2449,0
2450,0
2461,1
2469,0
2472,0
2473,1
2474,0
2477,0
2481,0
2484,0
2495,0
2503,0
2509,1
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,1
2549,0
2551,0
2558,1
2562,1
2563,1
2567,1
2574,1
2577,1
2578,0
2580,1
2581,1
2583,1
2584,1
2586,1
2589,1
2595,1
2596,1
2600,1
2601,1
2607,1
2610,1
2613,0
2615,1
2618,1
2620,0
2623,0
2626,0
2630,0
2634,1
2636,1
2638,1
2639,0
2646,1
2650,0
2652,0
2653,1
2654,0
2662,0
2665,0
2669,0
2674,0
2678,0
2681,0
2685,1
2686,0
2690,0
2697,0
2699,1
2704,0
2705,0
2710,0
2712,0
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,0
2737,0
2738,0
2742,1
2745,0
2746,0
2747,0
2750,1
2751,1
2754,0
2762,0
2764,0
2772,0
2775,0
2776,0
2779,0
2781,0
2789,0
2790,0
2791,0
2798,0
2800,0
2804,1
2805,1
2806,1
2809,0
2810,0
2812,0
2814,1
2816,1
2818,0
2823,0
2824,1
2834,0
2837,0
2840,0
2845,1
2847,1
2848,1
2850,0
2859,0
2862,1
2868,0
2874,0
2876,0
2892,0
2894,1
2897,1
2901,0
2903,0
2904,1
2906,1
2914,1
2918,0
2919,1
2923,0
2926,1
2928,1
2930,1
2938,0
2940,0
2949,0
2951,1
2958,1
2961,1
2962,1
2964,1
2966,1
2967,1
2968,1
2972,1
2977,1
2978,1
2979,1
2981,1
2985,1
2986,1
2989,1
2994,1
2996,1
2997,1
2999,1
3002,1
3007,1
3008,1
3017,1
3020,1
3024,0
3028,1
3031,1
3032,0
3033,0
3035,1
3040,1
3041,0
3046,1
3050,1
3063,0
3065,0
3067,0
3069,1
3076,0
3078,0
3081,1
3087,1
3088,0
3094,0
3096,0
3098,1
3103,0
3110,1
3113,1
3121,1
3127,1
3128,1
3129,1
3135,1
3143,1
3146,1
3148,1
3149,1
3151,1
3156,0
3160,1
3164,0
3169,0
3178,0
3187,0
3194,0
3202,0
3203,1
3204,1
3206,0
3207,1
3208,1
3209,1
3213,1
3214,0
3215,1
3220,1
3223,1
3224,1
3226,1
3228,0
3230,1
3232,1
3233,1
3234,1
3238,1
3246,1
3247,1
3250,0
3251,1
3254,1
3257,0
3258,0
3261,0
3267,0
3268,0
3269,0
3271,1
3272,1
3273,1
3279,1
3290,0
3291,0
3293,0
3294,0
3298,0
3305,0
3306,0
3307,0
3310,0
3313,0
3314,0
3315,0
3316,0
3321,0
3325,1
3326,0
3327,0
3330,0
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,0
3354,0
3358,0
3360,0
3366,0
3371,0
3374,1
3375,1
3378,0
3382,1
3384,0
3385,0
3386,0
3392,0
3399,0
3407,1
3409,1
3416,0
3420,1
3422,1
3424,1
3426,1
3427,0
3434,1
3438,1
3441,0
3442,0
3443,1
3444,1
3453,1
3454,1
3456,1
3457,1
3458,1
3461,0
3467,0
3479,0
3488,0
3491,0
3496,0
3502,0
3507,1
3511,0
3515,1
3516,0
3538,0
3539,0
3541,0
3545,0
3547,1
3551,1
3553,0
3556,0
3558,0
3559,1
3561,1
3562,1
3563,1
3564,0
3571,1
3574,1
3576,0
3577,1
3579,0
3580,1
3586,1
3590,0
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,0
3616,0
3620,0
3622,1
3624,0
3630,1
3644,0
3649,1
3651,1
3654,1
3665,1
3668,1
3671,0
3672,1
3673,0
3677,0
3678,0
3687,1
3688,0
3693,0
3698,0
3699,1
3701,1
3703,0
3706,0
3707,0
3709,0
3711,0
3714,1
3716,0
3720,1
3728,0
3731,0
3732,1
3733,0
3734,0
3740,1
3746,0
3749,0
3751,0
3755,0
3757,0
3762,1
3767,1
3769,1
3779,0
3781,0
3782,1
3783,1
3784,0
3790,0
3791,1
3792,1
3794,0
3799,1
3801,0
3804,0
3808,0
3809,0
3811,1
3813,0
3817,0
3818,1
3823,0
3843,1
3844,0
3846,0
3847,1
3852,0
3854,0
3856,0
3863,0
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3890,0
3891,0
3898,1
3902,1
3909,0
3910,0
3912,1
3915,1
3918,0
3920,1
3925,1
3928,1
3929,1
3930,1
3931,0
3934,1
3939,1
3941,1
3942,1
3943,0
3946,0
3963,1
3965,0
3966,0
3971,1
3972,1
3974,0
3976,0
3978,0
3981,1
3985,0
3986,0
3987,0
3988,1
3991,1
3999,0
4001,1
4002,1
4004,1
4007,1
4009,1
4013,1
4015,1
4016,0
4023,1
4031,1
4035,1
4036,1
4037,1
4040,1
4048,0
4053,0
4059,0
4066,0
4067,0
4069,1
4070,0
4071,1
4073,0
4074,0
4075,1
4082,0
4090,1
4099,0
4102,0
4106,1
4109,0
4110,0
4115,0
4118,0
4120,0
4125,0
4126,1
4130,0
4134,0
4136,0
4137,0
4144,0
4148,1
4151,0
4155,1
4162,0
4165,0
4169,0
4174,0
4179,0
4185,0
4186,0
4187,0
4188,0
4190,0
4192,0
4193,0
4194,0
4195,1
4196,0
4207,0
4208,0
4215,0
4217,1
4222,0
4223,0
4226,0
4228,0
4229,0
4231,0
4234,0
4236,0
4249,0
4254,0
4258,0
4259,1
4263,0
4267,0
4277,0
4278,0
4280,0
4283,0
4285,0
4287,0
4290,0
4291,1
4294,0
4302,1
4308,0
4310,1
4311,1
4315,0
4316,1
4319,1
4331,1
4338,1
4339,1
4340,0
4344,1
4346,1
4347,1
4360,0
4364,1
4367,0
4369,0
4370,0
4371,1
4380,0
4386,1
4389,0
4390,0
4394,0
4399,0
4400,1
4404,1
4409,1
4414,0
4417,0
4418,1
4419,1
4420,0
4422,1
4429,1
4431,1
4433,0
4434,0
4439,1
4443,1
4446,1
4447,0
4453,1
4460,0
4461,0
4462,0
4467,0
4469,1
4473,0
4474,0
4475,0
4477,0
4481,0
4483,0
4484,0
4485,0
4495,1
4497,1
4500,1
4501,1
4502,1
4505,1
4506,1
4510,1
4512,1
4513,1
4532,1
4535,1
4536,1
4540,1
4545,0
4552,1
4554,1
4555,1
4558,1
4559,0
4560,1
4566,1
4570,1
4572,1
4574,1
4581,1
4583,1
4586,1
4591,1
4594,1
4603,1
4605,1
4612,1
4613,1
4615,0
4618,1
4621,1
4623,1
4626,1
4629,1
4633,1
4636,1
4638,1
4640,1
4643,0
4645,1
4647,1
4648,0
4651,0
4652,0
4653,0
4654,1
4660,0
4662,0
4663,0
4665,0
4668,0
4676,0
4683,0
4685,1
4686,0
4701,1
4718,0
4721,1
4727,1
4728,0
4733,1
4741,1
4743,0
4746,0
4751,0
4756,1
4761,1
4763,0
4764,0
4767,0
4772,0
4776,0
4780,1
4781,1
4792,0
4796,1
4801,0
4804,0
4805,0
4806,1
4811,0
4815,1
4816,0
4817,1
4818,1
4822,0
4824,0
4827,0
4837,1
4838,0
4839,0
4841,1
4851,0
4855,0
4861,0
4862,0
4863,0
4865,0
4871,0
4873,0
4880,0
4885,0
4886,1
4902,0
4904,1
4907,0
4916,1
4921,0
4925,0
4927,0
4928,1
4930,0
4932,0
4933,1
4937,1
4939,1
4941,1
4942,1
4947,0
4950,0
4956,0
4960,1
4963,0
4965,0
4976,1
4977,1
4987,1
4991,0
4994,0
4999,1
5003,0
5006,1
5009,0
5011,1
5012,1
5014,1
5020,0
5021,0
5023,1
5026,1
5030,0
5031,1
5036,1
5042,0
5045,1
5048,1
5051,0
5053,0
5054,1
5057,0
5058,1
5066,0
5070,0
5077,0
5081,0
5084,0
5086,0
5090,1
5091,0
5093,0
5100,0
5108,0
5111,1
5112,1
5118,1
5121,0
5129,1
5133,0
5143,0
5147,1
5151,1
5156,1
5161,0
5163,0
5167,0
5173,1
5205,0
5214,0
5215,0
5216,0
5217,0
5225,0
5237,0
5239,0
5240,0
5241,0
5246,1
5250,1
5253,0
5258,1
5261,0
5268,1
5275,0
5277,0
5279,0
5288,0
5289,0
5294,1
5303,1
5307,1
5311,1
5312,1
5314,1
5318,1
5327,1
5329,1
5333,1
5334,1
5340,1
5348,1
5358,1
5360,1
5361,0
5363,1
5364,1
5369,1
5370,1
5374,1
5376,1
5388,1
5390,1
5393,1
5394,1
5395,0
5398,1
5399,0
5401,1
5402,1
5405,1
5414,0
5415,1
5419,1
5421,0
5422,1
5424,1
5427,1
5429,1
5431,1
5433,0
5434,1
5435,0
5436,1
5438,1
5440,1
5441,1
5447,0
5451,1
5453,1
5456,1
5457,1
5463,0
5464,1
5470,1
5472,1
5474,1
5478,1
5483,0
5490,1
5500,1
5504,1
5508,0
5511,1
5512,0
5513,0
5516,0
5523,1
5527,0
5530,1
5533,0
5536,1
5537,1
5542,0
5543,0
5546,0
5549,0
5550,1
5551,0
5562,1
5566,1
5568,1
5571,1
5572,1
5574,1
5583,1
5585,1
5591,1
5596,1
5597,1
5601,1
5606,1
5607,1
5610,1
5615,1
5616,1
5623,1
5630,0
5636,1
5637,0
5639,1
5640,0
5643,0
5648,1
5649,0
5660,0
5666,1
5667,1
5678,1
5679,1
5681,1
5682,1
5691,0
5696,1
5697,1
5700,1
5701,1
5702,1
5708,0
5709,1
5718,1
5723,1
5725,1
5728,1
5731,1
5735,1
5737,1
5738,1
5742,1
5747,1
5749,1
5750,1
5755,1
5756,1
5761,1
5762,1
5767,1
5768,1
5770,1
5773,1
5774,1
5779,0
5782,0
5785,0
5786,0
5787,1
5788,0
5796,0
5802,0
5806,1
5809,1
5810,1
5811,1
5813,0
5820,0
5823,1
5830,1
5831,0
5838,0
5839,0
5844,0
5846,0
5851,0
5852,0
5857,1
5859,0
5860,0
5862,0
5865,0
5866,1
5871,1
5872,1
5877,1
5878,0
5879,0
5880,1
5895,0
5897,0
5910,0
5914,1
5915,1
5917,0
5924,0
5926,1
5931,0
5936,0
5940,0
5941,0
5945,1
5946,0
5948,0
5951,0
5967,0
5968,1
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,0
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,1
6018,1
6021,0
6025,0
6028,0
6029,0
6035,1
6040,1
6042,0
6044,1
6046,0
6052,0
6054,0
6062,1
6063,1
6067,1
6068,0
6077,0
6079,1
6080,1
6081,1
6082,0
6089,1
6095,1
6101,1
6107,1
6114,1
6117,1
6121,1
6122,1
6124,1
6129,0
6131,1
6136,1
6139,1
6142,0
6143,0
6144,0
6149,0
6155,0
6157,1
6158,1
6161,0
6168,0
6172,0
6176,0
6177,0
6179,0
6180,0
6182,0
6186,0
6189,0
6190,0
6194,1
6204,0
6205,0
6209,1
6210,0
6212,0
6214,0
6221,1
6225,0
6228,1
6229,0
6231,0
6235,1
6236,1
6237,1
6238,1
6239,1
6242,1
6249,1
6250,1
6251,1
6252,1
6260,1
6264,1
6266,1
6270,1
6275,1
6279,1
6280,1
6284,1
6285,0
6286,1
6287,0
6288,1
6289,0
6290,0
6291,0
6295,0
6298,0
6307,0
6308,0
6309,1
6313,0
6316,1
6319,0
6321,0
6324,0
6327,0
6333,1
6351,1
6352,1
6353,0
6357,1
6359,1
6360,1
6364,0
6367,1
6368,0
6377,0
6379,1
6381,0
6390,0
6401,0
6408,1
6409,1
6411,0
6419,0
6424,0
6426,0
6428,0
6431,0
6432,1
6433,0
6435,0
6437,1
6439,1
6442,0
6444,1
6447,1
6456,1
6457,1
6460,0
6468,1
6471,1
6475,1
6476,1
6479,1
6483,1
6487,1
6488,0
6489,0
6496,1
6498,1
6502,0
6503,1
6507,0
6508,1
6509,0
6517,0
6521,0
6522,0
6524,0
6526,0
6531,1
6533,1
6538,1
6539,0
6544,0
6557,0
6558,0
6562,1
6563,1
6564,0
6574,1
6578,0
6581,0
6584,0
6587,1
6589,0
6590,1
6592,0
6595,0
6599,0
6600,1
6606,0
6609,1
6612,1
6615,0
6618,1
6620,1
6623,1
6633,0
6639,1
6640,1
6641,0
6645,0
6650,0
6651,0
6652,0
6657,0
6659,1
6666,1
6671,1
6673,0
6674,0
6677,0
6680,1
6684,0
6685,0
6691,0
6692,0
6696,0
6698,0
6704,1
6705,0
6710,0
6713,1
6715,1
6717,0
6718,0
6720,0
6728,0
6732,1
6733,0
6739,0
6740,0
6741,0
6743,0
6747,0
6750,1
6752,1
6753,1
6755,1
6761,0
6763,0
6768,0
6770,0
6771,0
6777,1
6778,0
6780,0
6782,0
6786,1
6791,0
6797,0
6798,0
6803,0
6805,1
6812,1
6816,1
6818,1
6822,1
6825,1
6826,1
6827,1
6829,1
6831,1
6836,1
6838,1
6840,1
6842,1
6846,1
6851,1
6853,0
6856,1
6859,0
6865,1
6866,0
6869,0
6871,1
6873,0
6886,0
6887,1
6888,0
6889,1
6891,1
6894,0
6895,1
6899,0
6901,0
6902,0
6904,1
6906,1
6922,1
6923,0
6924,0
6927,1
6934,0
6938,0
6941,1
6942,0
6944,1
6947,0
6952,0
6957,0
6958,0
6964,0
6968,1
6969,0
6976,0
6982,1
6986,1
6987,1
6989,0
6991,0
6993,1
6995,1
6997,0
7000,0
7003,0
7004,1
7007,1
7011,0
7014,1
7016,1
7017,1
7020,0
7022,1
7028,1
7033,1
7034,1
7035,1
7038,0
7040,1
7041,0
7042,1
7045,0
7049,0
7055,0
7057,1
7062,0
7064,0
7066,0
7067,0
7072,0
7079,0
7082,0
7083,0
7084,1
7085,0
7087,0
7090,0
7094,0
7096,0
7099,0
7100,1
7101,0
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,0
7127,1
7133,0
7139,0
7143,0
7145,0
7151,0
7152,0
7153,0
7156,1
7162,0
7170,0
7172,0
7177,0
7181,0
7182,0
7189,0
7190,0
7200,0
7207,1
7209,0
7212,0
7216,0
7219,0
7220,0
7222,0
7225,0
7233,1
7237,1
7238,1
7239,1
7240,0
7243,1
7245,1
7246,0
7249,1
7257,0
7258,1
7259,1
7262,1
7263,1
7269,0
7271,1
7273,1
7276,1
7279,1
7282,1
7284,1
7293,1
7298,1
7303,1
7304,0
7305,0
7308,1
7313,1
7314,1
7321,1
7322,1
7327,0
7333,1
7336,1
7339,1
7341,1
7346,0
7347,0
7349,0
7351,0
7353,1
7363,0
7364,0
7368,0
7370,0
7375,0
7376,0
7379,0
7382,0
7384,0
7385,0
7387,0
7388,1
7389,0
7394,0
7396,0
7398,0
7399,0
7401,0
7404,0
7406,0
7409,0
7411,0
7417,0
7420,1
7422,0
7423,0
7427,1
7429,0
7432,0
7435,1
7436,0
7440,1
7441,0
7445,0
7448,1
7449,0
7450,0
7454,0
7455,0
7460,0
7462,1
7464,0
7466,0
7468,1
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,0
7487,0
7489,1
7492,0
7495,0
7499,0
7500,0
7506,1
7508,0
7509,0
7511,1
7516,0
7524,1
7538,1
7539,0
7541,1
7546,1
7549,1
7562,1
7564,1
7567,1
7572,1
7574,1
7575,1
7586,1
7592,1
7596,0
7597,0
7599,0
7606,0
7615,0
7618,0
7620,0
7624,0
7625,0
7629,0
7632,0
7636,0
7637,0
7646,0
7655,0
7658,0
7660,1
7664,0
7665,0
7666,1
7667,0
7673,0
7676,1
7682,1
7684,1
7690,1
7697,0
7700,0
7704,0
7705,1
7706,0
7708,0
7709,0
7710,0
7713,0
7716,0
7726,0
7729,0
7730,1
7732,1
7734,1
7740,0
7741,0
7745,0
7757,1
7762,1
7770,1
7776,1
7777,0
7778,1
7779,1
7782,1
7786,1
7791,1
7792,1
7794,1
7795,1
7796,0
7798,1
7805,1
7806,0
7808,0
7811,1
7814,1
7819,1
7820,0
7825,1
7829,1
7834,1
7836,1
7838,1
7841,1
7845,1
7846,1
7853,1
7856,1
7858,1
7859,1
7866,1
7875,1
7879,1
7884,1
7886,1
7890,1
7892,1
7896,1
7899,1
7900,1
7901,0
7904,1
7911,1
7917,1
7919,0
7920,1
7921,1
7922,0
7925,1
7927,0
7928,1
7931,1
7942,0
7946,1
7947,0
7948,0
7951,0
7956,1
7961,1
7964,1
7966,1
7967,1
7974,1
7975,0
7979,1
7985,1
7986,1
7993,1
7995,1
7997,1
7998,1
8004,1
8007,1
8011,1
8014,0
8022,1
8027,1
8033,0
8041,1
8042,0
8046,1
8048,0
8050,0
8051,0
8052,0
8053,0
8054,0
8059,0
8063,1
8072,1
8075,1
8076,0
8077,1
8078,1
8080,1
8082,0
8086,1
8090,1
8092,0
8093,0
8099,1
8104,0
8107,0
8108,0
8114,1
8115,0
8117,1
8123,0
8124,0
8127,0
8132,0
8134,0
8139,0
8145,1
8148,1
8151,1
8152,1
8153,1
8157,1
8160,1
8166,1
8167,1
8173,0
8174,1
8178,1
8179,1
8185,1
8186,1
8192,0
8193,0
8194,1
8197,0
8198,0
8199,0
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,0
8229,0
8230,1
8233,1
8248,1
8249,0
8255,0
8260,0
8263,1
8265,0
8268,0
8269,1
8272,0
8273,0
8275,1
8277,0
8281,1
8282,0
8290,0
8293,1
8299,1
8302,1
8303,1
8305,1
8306,1
8307,1
8308,1
8313,1
8316,1
8319,0
8322,1
8323,1
8325,0
8326,0
8327,1
8328,1
8331,1
8333,0
8336,1
8338,1
8340,1
8342,1
8343,1
8353,0
8354,0
8357,1
8358,0
8359,0
8373,0
8376,1
8379,0
8380,0
8381,1
8384,1
8395,1
8398,1
8403,0
8407,1
8413,1
8417,1
8420,1
8421,1
8424,1
8426,1
8427,1
8438,1
8439,0
8442,0
8449,0
8456,0
8460,0
8462,0
8465,0
8466,0
8467,1
8469,0
8470,0
8474,0
8479,0
8481,0
8482,0
8485,1
8488,0
8492,0
8493,0
8495,0
8499,1
8501,0
8519,0
8521,0
8525,1
8527,0
8529,0
8532,0
8534,0
8535,1
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,0
8568,0
8569,1
8573,0
8583,0
8588,0
8590,0
8592,0
8593,1
8594,0
8597,1
8600,0
8601,1
8602,0
8603,0
8604,0
8605,0
8611,1
8614,0
8616,0
8617,1
8619,0
8626,0
8629,1
8630,0
8632,0
8634,0
8641,1
8645,0
8649,0
8652,0
8666,1
8671,0
8672,0
8675,0
8678,0
8679,0
8682,0
8687,1
8701,0
8703,0
8707,0
8713,0
8716,1
8719,0
8725,1
8730,0
8731,0
8748,0
8749,0
8756,1
8764,1
8765,1
8769,1
8771,1
8772,1
8773,1
8779,1
8792,1
8794,1
8796,0
8798,1
8803,1
8807,1
8809,1
8811,0
8813,0
8814,1
8818,1
8819,0
8820,0
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,1
8834,0
8845,0
8847,1
8849,1
8861,0
8867,0
8868,0
8870,0
8873,0
8874,1
8876,1
8877,0
8879,0
8882,1
8884,0
8889,0
8891,1
8894,0
8895,0
8897,1
8898,1
8901,0
8904,0
8909,0
8910,1
8911,0
8915,1
8917,1
8918,0
8919,0
8922,1
8925,1
8928,0
8929,0
8930,1
8932,1
8937,1
8940,1
8943,0
8950,1
8951,1
8954,1
8958,0
8960,1
8964,1
8975,1
8977,1
8981,1
8982,1
8984,1
8988,1
8990,1
8991,1
8995,0
8997,1
9003,0
9004,1
9010,0
9011,0
9013,0
9014,1
9015,0
9017,0
9019,1
9021,0
9024,0
9032,1
9035,0
9036,0
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,0
9063,0
9065,1
9066,1
9068,1
9069,1
9070,0
9073,1
9076,1
9091,1
9092,1
9104,1
9105,1
9111,1
9115,1
9117,1
9122,1
9125,1
9129,1
9133,1
9136,1
9140,1
9147,1
9150,1
9152,1
9153,1
9155,1
9158,1
9160,1
9163,1
9165,1
9167,1
9168,1
9170,1
9176,1
9178,1
9184,1
9186,1
9188,1
9189,1
9190,1
9196,1
9198,1
9199,1
9200,1
9201,1
9202,1
9204,1
9205,1
9213,1
9214,1
9224,1
9227,1
9228,1
9229,1
9234,1
9236,1
9241,1
9243,1
9245,0
9256,1
9258,0
9261,0
9274,1
9279,0
9282,1
9284,1
9285,1
9291,1
9295,0
9299,0
9302,0
9304,0
9305,0
9306,1
9310,1
9312,0
9316,0
9318,0
9323,0
9326,1
9327,0
9328,0
9331,0
9335,0
9336,1
9340,1
9349,0
9352,0
9353,0
9354,1
9356,1
9357,0
9358,0
9359,0
9364,0
9366,1
9369,0
9370,0
9379,0
9381,0
9383,0
9389,0
9390,0
9392,1
9394,0
9398,0
9399,0
9400,1
9407,1
9409,1
9412,0
9413,1
9415,0
9419,1
9423,1
9424,1
9426,1
9427,1
9428,1
9429,0
9433,1
9437,1
9440,0
9442,0
9443,0
9444,0
9447,0
9459,0
9461,1
9462,0
9464,0
9473,1
9475,1
9476,0
9477,0
9478,1
9479,1
9483,0
9487,1
9494,1
9497,1
9498,1
9506,1
9512,1
9514,1
9515,1
9516,1
9517,0
9518,0
9521,0
9523,0
